0.000000 0.000000 10.200000 12.320000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 15.214286 14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 11.233333 0.000000 17.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 6.860000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 10.200000 10.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 8.800000 12.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 9.050000 10.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 14.825000 16.660000 14.883333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 13.260000 19.580000 18.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 8.000000 8.320000 12.600000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 7.516667 9.775000 9.400000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 12.160000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 7.300000 7.380000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 6.280000 8.500000 9.816667 0.000000 0.000000 0.000000 0.000000 0.000000
