,count,mean,std,min,25%,50%,75%,max
1,141.0,20.672561451773593,1.8126279250738673,17.62681028492016,19.98861267605628,21.21296920821116,22.25597222222229,23.2161787473611
2,141.0,83.46704611949897,6.403089501283158,74.85068749999913,79.38158443363368,81.46145644599206,85.25507649513155,98.51746351633065
3,141.0,17.331560365592786,1.8546123501445624,14.2236932142676,14.93075219603663,17.75328677638419,19.14878414202205,19.35923871098405
4,141.0,3.839430214718394,1.5563193138818678,0.2246291595496172,3.620485523279656,4.061355684818487,5.086095455746095,5.666293664073945
5,141.0,27683.26487343036,32675.569774662305,103.98746710334,112.8306420988429,18581.83433690001,78027.4135753097,78286.81112795154
6,141.0,2533.1594235921493,293.0610200228272,2019.322907336352,2361.933536810727,2612.907918064608,2751.470204050642,2972.723272857375
7,141.0,0.012555493401595067,0.001410924686722556,0.01020471631973284,0.01076310145603098,0.01282771594237645,0.01405952894589414,0.01419107911364847
8,141.0,52.67894683812058,5.117684359063901,43.88231393292049,47.72057287289992,54.02900567213222,58.1451925363868,59.45939734767552
9,141.0,0.8493685637298147,0.006762085840441535,0.8382705052809901,0.845821832441246,0.8501626433948911,0.8559701244831213,0.8589398442914637
10,141.0,1.1777460349980562,0.009342054402256984,1.164696580205595,1.168524555701442,1.176611227035808,1.182765013457628,1.193268277732573
11,141.0,2003.6678270519044,221.1666253611122,1634.937779721836,1722.467184783944,2046.651315606336,2238.220286538863,2259.493436361765
12,141.0,14.755015385386274,1.5646538033472102,12.16089129742201,12.70443979708758,15.05442657944341,16.34903132116998,16.49172987327344
13,141.0,18.59444560010469,2.026936983231276,15.04480173601312,17.4365609286414,19.15837700915754,20.12411191313784,21.62129387445504
14,141.0,4.211882672083999,1.271311692541277,0.9196781876564305,3.859036545163399,4.731298095861606,4.983012685834479,5.468083037200512
15,141.0,15.14864064671559,5.44485174243257,0.587418411956562,13.9380976295614,16.28074210942706,18.28510006006461,20.4929287185381
16,141.0,2.0085152602646947,0.6811992506998821,0.8891758805797704,1.654466181901252,1.909247854136638,2.309800034889909,3.379966863820388
17,141.0,4.080077798911637,1.5637577244536591,0.09205505101495645,3.693967003526617,4.615400157816242,4.941016997833236,5.753165209304234
18,141.0,1533.8897912219836,1646.8868335424377,18.89485800654201,19.25919836921047,1252.279679846574,4003.258133438588,4042.24044707286
19,141.0,682.8623185454003,232.4697321000155,118.9928561745525,627.2187467897818,690.3984478704328,878.66366438265,942.3804542908337
20,141.0,0.0016691360970286276,0.0005284122722698575,0.0007284946488308728,0.001266924385440427,0.001615817597061019,0.002098666147156232,0.002537375105395933
21,141.0,7.6982153238911515,2.1145880715266534,2.788398002577297,7.22807598028155,7.41692807584108,9.272796156043135,10.63639453047079
22,141.0,0.013657642241465297,0.003943542324284278,0.003620998039877732,0.01275103735466632,0.01498773480370403,0.01696788505840473,0.01731826886421685
23,141.0,0.01881932858473607,0.005360054012099627,0.005112558256266659,0.0174322001109803,0.02076185955174842,0.02277582958473257,0.023827359688618
24,141.0,260.39046883597763,81.79624755999744,113.960038832395,198.7196346083248,254.0461350878866,329.9772932630529,388.5797800630936
25,141.0,1.7803499739166229,0.5852811944459508,0.8007802286297456,1.344911317797349,1.732161851946169,2.331683827697704,2.772126298187116
26,141.0,4.724355082315487,1.5913522014918242,0.8373374344462194,4.388441796213534,4.776378085609243,6.080129951765467,6.471145414464969
27,141.0,15.017021276595742,1.801723676562788,11.89,12.8,15.6,16.79,17.1
28,141.0,53.84056737588653,17.549014777923723,32.09,42.09,50.59,59.09,97.4
29,141.0,13.465627513598548,3.3984421123947266,6.812741366277989,10.01387735607426,15.18480931579056,16.16755840109045,16.70531935480876
30,141.0,0.20235379512822393,0.22411918348194998,0.01313229897321122,0.01447226628090625,0.1285717595816784,0.4117243248664337,0.6327558959518953
31,141.0,25099.84656469278,29899.83256827637,74.01980448841776,82.23750544077994,16463.24158863655,71202.48464992955,71528.09797760285
32,141.0,1717.2107409889095,193.95973699219624,1392.449515694893,1478.324635686837,1772.478059635479,1912.2957603891,1950.270243036028
33,141.0,0.009812741168840719,0.001983301267721988,0.006121216160745593,0.007621485195906477,0.01075863209106265,0.01147239599217198,0.01188079915274278
34,141.0,41.08174570339794,5.286832287551832,31.84958253372539,34.56562510313104,43.15728068409537,46.30953498650314,47.18073802299042
35,141.0,0.8300055263522933,0.006965110154608768,0.817886970098938,0.8214206523323888,0.832444715457152,0.8368833135802703,0.8378316978736096
36,141.0,1.1366683928731978,0.0220890256475219,1.0802089224475,1.13056227195745,1.137756659680395,1.149648234840607,1.177000834008355
37,141.0,1572.75902110303,313.9631431907286,987.4717824600033,1226.56474870756,1722.857340043108,1835.087421346166,1899.189815430713
38,141.0,11.69472420017441,2.4242629040489168,7.205644182381999,8.956051328903301,12.94182719997229,13.69467564559552,14.18282095528904
39,141.0,12.903506797620178,1.3814365251776133,10.58499047892414,11.20202496016745,13.30073674402618,14.29103721685003,14.55926291096653
40,141.0,28.969361702127653,3.9477207190200194,19.89,26.79,29.0,31.29,36.4
41,141.0,98.55269503546099,1.6696667244147974,95.4,96.8,99.09,99.9,99.9
42,141.0,23.40777095953229,3.901040778256607,19.75765182638941,20.57317147881825,22.82221251886438,24.22518573093454,34.63764784080695
43,141.0,13.008628971895313,5.327110586708879,0.4238105189633643,11.00506701017712,13.78444067384287,17.30886042087124,20.63204564245431
44,141.0,30408.14617838175,35583.69465000452,139.5153295411675,149.5881102518728,20839.40932549597,85190.51629479289,85378.59216638017
